Code,Airline Name
19874,Air Transport International
19875,Aero California
19876,Heritage Airlines
19877,Kitty Hawk Air Cargo
19878,Columbia Pacific Airlines (1)
19879,Columbia Pacific Airlines
19880,Central States Air Lines
19881,Mohawk Airlines
19882,Skymaster
19883,Novair International Airways Ltd.
19884,TPI International Airways
19885,Universal Airlines Inc.
19886,Aruba Cargo
19887,Latcr
19888,Transcarga
19889,Venexcargo
19890,Aeroejecutivos C.A.
19891,Aeropuma
19892,Aeronautica De Cancun
19893,Aerovias Colombianas Arca
19894,Zuliana De Aviacion
19895,Interamericana De Aviacion
19896,Fast Air Carrier Ltd.
19897,Lineas Aereas Mayas (Lamsa)
19898,Emery Worldwide Airlines
19899,Hong Kong Dragonair
19900,Air Marshall Islands Inc.
19901,Blue Bell Inc.
19902,Wrangler Aviation Inc.
19903,Conquest Airline Corp.
19904,Air Southeast
19905,California Air Shuttle
19906,Northcoast Executive
19907,Scott Aviation
19908,Trans Air (Hawaii)
19909,Air Belgium
19910,Aerolineas Latinas
19911,Air Aruba
19912,Cayman Airways Limited
19913,Belize Trans Air
19914,Air Liberte
19915,Sea Air Shuttle
19916,Primeras Lineas Uruguays For International
19917,United Parcel Service
19918,Gulf Air Taxi
19919,Adirondack Airlines
19920,Corporate Air
19921,Drummond Island Air
19922,Gulf Flite Center
19923,Lapsa
19924,L'Express
19925,Travelair
19926,Valley Air Services
19927,Aerosur (1)
19928,Central American Airlines
19929,Charter One
19930,Alaska Airlines Inc.
19931,Regal Air
19932,Apa International Air S.A.
19933,Air New Zealand
19934,Das Air Cargo
19935,Star Aviation
19936,Territorial Airlines
19937,Loken Aviation
19938,Dawn Air
19939,Flying Boat
19940,Caraven S.A.
19941,Trans Europ. Airways France
19942,General Air Cargo
19943,Allied Airlines
19944,Airvantage
19945,Chicago Air Taxi
19946,Great Western Aviation
19947,Paradise Island Airlines
19948,Redwing Airways
19949,Lauda Air Luftfahrt Ag
19950,Flagship Express Services
19951,Braniff International Airlines Inc.
19952,Carnival Air Lines Inc.
19953,Transportes Aereos Mercantiles Panamericanos S.A
19954,Japan Air Charter Co. Ltd.
19955,Affretair
19956,Servicios Avensa
19957,Mcclain Airlines Inc.
19958,China Eastern Airlines
19959,Dulles Express
19960,Skybus Express Airlines
19961,Air Transat
19962,Hawaii Pacific Air
19963,World Air Network
19964,Island Express
19965,Rocky Mountain Helicopters
19966,Sierra Nevada Airways
19967,Trans World Express
19968,Arizona Pacific Airways
19969,International Cargo Xpress
19970,Northeast Express Regional (1)
19971,Northeast Express Regional
19972,Av Atlantic
19973,Aerotour Dominicano Cxa
19974,Aero Uruguay (1)
19975,Aero Uruguay
19976,Air North
19977,United Air Lines Inc.
19978,Air Alpha
19979,Alliance Air
19980,Florida Air
19981,Patriot Airlines Inc.
19982,USAir Shuttle
19983,Key Airlines Inc.
19984,Translift Airways Limited
19985,Turks Air Ltd.
19986,Turks Air Ltd. (1)
19987,Advantage Airlines
19988,Air West Airlines
19989,Keene Airways
19990,Sky One Express
19991,America West Airlines Inc.
19992,Hispaniola Airways
19993,Airmark Airlines Inc.
19994,Reno Air Inc.
19995,Aces Airlines
19996,Nicaraguense De Aviacion Sa
19997,Jet America Airlines Inc.
19998,Sierra Pacific Airlines
19999,South Pacific Island Airway
20000,Time Air Sweden Ab
20001,Tranps Aereos Guatemaltecos
20002,Morris Air Corporation
20003,Balkan Bulgarian Airlines
20004,Cal Air International Ltd.
20005,Eva Airways Corporation
20006,Capitol Air Express Inc.
20007,Atlas Air Inc.
20008,Ram Aviation
20009,Eclipse Airlines
20010,Aero Transcolombiana
20011,Air Casino
20012,Express Airlines II
20013,Rader Aviation
20014,Trans American Charter
20015,Export Air Del Peru S.A.
20016,Lineas Aereas Allegro
20017,Continental Micronesia
20018,J.D.Valenciana De Aviation
20019,Private Jet Expeditions
20020,Eagle Airlines
20021,Eagle Airlines (1)
20022,Leisure International Airways Ltd.
20023,Malev Hungarian Airlines
20024,Serv. Aerolineas Mexicanas
20025,Lineas Aereas Suramerican
20026,Quassar De Mexico
20027,Oasis International Airlines S.A.
20028,Aerochago S.A.
20029,Transp. Aereos Ejecutivos
20030,Aerolineas Uruguayas S.A.
20031,People Express Airlines Inc.
20032,Air Europe S.P.A.
20033,UFS Inc.
20034,Pacific International Airlines
20035,Air Florida Express
20036,American Flight Group
20037,Aviation Sales
20038,Business Helicopters
20039,Four Star Aviation
20040,Sky-Jet
20041,Salair
20042,Southern Air Transport Inc.
20043,Air Ukraine
20044,Aeromonterrey S.A.
20045,Biman Bangladesh Airlines
20046,Air Wisconsin Airlines Corp
20047,Caribair
20048,Gorda Aero Service
20049,Western Air Lines Inc.
20050,Worldwide Airlines Services
20051,USAfrica Airways Inc.
20052,Skyjet S.A.
20053,Servicio Aereo Leo Lopez
20054,Gulf Air Transport Inc.
20055,Gulf Air Company
20056,Antigua Paradise Airways
20057,Evergreen International Inc.
20058,Air Pacific Ltd. (1)
20059,Air Pacific Ltd.
20060,Air South Inc. (1)
20061,Air South Inc.
20062,Island Air Charters
20063,Pacificair
20064,Ghana Airways Corporation
20065,Sky Service F.B.O.
20066,Advance Air Charters
20067,Mahalo Air
20068,Capitol Air
20069,Dolphin Express
20070,Grand Airways Inc.
20071,Jetall Airways
20072,Scanair
20073,Premiair
20074,Renown Aviation
20075,Aeromar C. Por A.
20076,Texas Airways
20077,Halisa Air
20078,Western Pacific Airlines
20079,Brasair Transportes Aereos
20080,Uzbekistan Airways
20081,Downeast Flying Service
20082,Pine State Airlines
20083,Sunshine Airlines
20084,Aspen Airways Inc.
20085,Aeromexpress
20086,Tristar Airlines Inc.
20087,Sierra Expressway
20088,Tower Air Inc.
20089,Serv De Trans Aereos Fuegui
20090,Royal Air
20091,Krasair
20092,Merlin Express
20093,Custom Air Transport
20094,Jettrain Airlines
20095,World Airways Inc.
20096,Mexicargo
20097,Prestige Airways
20098,Eagle Jet Charter
20099,Laker Airways Inc.
20100,Polar Air Cargo Airways
20101,Southern Frontier Air Trans
20102,Pacific International Airlines Inc.
20103,North East Cargo Airlines
20104,Transaero Airlines
20105,Ecuatoriana De Aviacion
20106,Sunworld International Airlines
20107,Federal Express Corporation
20108,Northern Air Cargo Inc.
20109,Blue Scandinavia Ab
20110,Antonov Company
20111,DHL Aero Expresso
20112,Maverick Airways
20113,Golden West Airlines Inc.
20114,Air Caribbean (1)
20115,Air Caribbean
20116,Canada 3000 Airlines Ltd.
20117,Sobelair
20118,Air Illinois Inc.
20119,Air Europa
20120,Condor Flugdienst
20121,Air Atlantic Dominicana
20122,Mountain Air Express
20123,Aeroejecutivo S.A.
20124,City Bird
20125,Panagra Airways
20126,Laker Airways
20127,Lb Limited
20128,Flying Colours Airlines Ltd.
20129,Sky Trek International Airlines
20130,M & N Aviation
20131,Jim Air Inc.
20132,Cascade Airways Inc.
20133,China Southern Airlines
20134,Jamaica Air Freighters
20135,Nacnet
20136,Magadan Airlines
20137,Sunworld International Airways Inc.
20138,Spanair S.A.
20139,Air Atlanta Inc.
20140,Air Atlanta Icelandic
20141,Austin Express Inc.
20142,Flagship Airlines Inc.
20143,Kiwi International
20144,Transportes Aereos Nacional
20145,Soc.Nouvelle Air Guadeloupe
20146,Sun Pacific International
20147,TransMeridian Airlines
20148,Martinair Holland N.V.
20149,Florida West Airlines Inc.
20150,Harlequin Air Corporation
20151,Amerijet International
20152,Aviacsa Airlines
20153,Ethiopian Airlines
20154,Airbus Transport Internat'l
20155,Aeropostal Alas De Venezuel
20156,ABSA-Aerolinhas Brasileiras
20157,Swiss World Airways
20158,Av Center Inc.
20159,Express Air d/b/a Sunrise
20160,Braniff Inc.
20161,Britannia Airways GmbH
20162,Air Tahiti Nui
20163,Translux Intl Airlines
20164,Accessair Holdings
20165,Queen Air
20166,Gulf And Caribbean Cargo
20167,Transportes Aeros Meridiona
20168,Eastwind Airlines Inc.
20169,Lynden Air Cargo Airlines
20170,Mesaba Airlines
20171,American International Airways Inc.
20172,Lanica
20173,Kitty Hawk International
20174,Air Ketchum Idaho Inc.
20175,Luxair
20176,National Airlines
20177,Asia Pacific
20178,Lorair Ltd.
20179,TUIfly Nordic A.B.
20181,Trans International Express
20182,Lapa-Lineas Aereas Privadas
20183,Czech Airlines
20184,Novair Airlines Ab
20185,Jalways Co. Ltd.
20186,Sterling Cargo
20187,The Hawaii Express Inc.
20188,Lan Peru Airlines
20189,Aero Continente
20190,Southern Air Inc.
20191,Fine Airlines Inc.
20192,Vanguard Airlines Inc.
20193,Gemini Air Cargo Airways
20194,Arrow Air Inc.
20195,Sky Lease Cargo
20196,Air Malta
20197,Casino Airlines (1)
20198,Casino Airlines
20199,Farwest Airlines
20200,C.A.L Cargo Airlines
20201,Ameristar Air Cargo
20202,Chicago Express Airlines
20203,Falcon Air Express
20204,Champion Air
20205,Aeromaritime
20206,Jazz Aviation LP
20207,XTRA Airways
20208,Taca Peru
20209,Air Japan Co
20210,Privatair
20211,Trans World Airways LLC
20212,Sunair Express LLC
20213,Polyot Airlines
20214,Avia Leasing Company
20215,Best Airlines Inc.
20216,Air Liberte Aka Aom Minerve
20217,Air Excursions LLC (1)
20218,Express One International Inc.
20219,Village Aviation
20220,Air 21
20221,Air Comet S.A.
20222,Estafeta Carga Aereas
20223,F.S. Air Service
20224,Katmai Air
20225,Peninsula Airways Inc.
20226,Spernak Airways Inc.
20227,Vensecar International
20228,Suncoast Airlines Inc.
20229,Westjet
20230,Lineas Aereas Azteca
20231,Dutch Caribbean Airlines
20232,Cielos De Peru
20233,Swiss International Airlines
20234,Edelweiss Air Ag
20235,Conner Air Lines Inc.
20236,Sol Air (Aero Hunduras)
20237,Trans States Airlines
20238,Southern Wind Airlines
20239,All Canada Express
20240,Ccair
20241,Sunrise Airlines Inc.
20242,North Vancouver Air
20243,Valujet Airlines Inc.
20244,Potomac Air
20245,Great Plains Airlines Inc.
20246,Atlantic Coast Jet Inc.
20247,Rio Grande Air
20248,Wilburs Inc.
20249,Nevis Express
20250,Aerolitoral
20251,Westair Airlines Inc.
20252,Pacific Island Aviation
20253,Cape Air
20254,Colgan Air
20255,Central Mountain Air
20256,Arizona Airways
20257,Bemidji Airlines
20258,Big Sky Airlines Inc.
20259,European Aviation Air Charter
20260,Worldwide Airlines Inc.
20261,Ellis Air Taxi Inc.
20262,Empire Airlines Inc. (1)
20263,Empire Airlines Inc.
20264,Empire Airlines Inc. (2)
20265,Freedom Airlines d/b/a HP Expr
20266,G5 Executive Ag
20267,Grand Canyon Helicopters
20268,Global Supply System
20269,Allegheny Airlines
20270,Helijet International Inc.
20271,Winair Inc.
20272,Kenmore Air Harbor
20273,New England Airlines Inc.
20274,Northwest Seaplanes
20275,Ozark Air Lines Inc. (1)
20276,Ozark Air Lines Inc.
20277,Asiana Airlines Inc.
20278,Mytravel Airways
20279,Air-Serve
20280,Seaborne Aviation
20281,Mountain Bird/Salmon Air
20282,Samoa Aviation Inc.
20283,Trans Continental Airlines
20284,Express.Net Airlines
20285,Ward Air
20286,Vintage Props & Jets Inc.
20287,Island Air Hawaii
20288,Trans International Airlines Inc.
20289,Friday Harbor Seaplanes
20290,Air St. Thomas
20291,Air Midwest Inc.
20292,Airbc Ltd.
20293,Air Georgian
20294,Jetsgo
20295,Midway Airlines Inc. (1)
20296,Aero Costa Rica
20297,Midway Airlines Inc.
20298,Jes Air Ltd.
20299,Southeast Airlines
20300,Pacific Wings Airlines
20301,Kar-Air Oy
20302,Kitty Hawk Aircargo
20303,Nolinor Aviation
20304,SkyWest Airlines Inc.
20305,Pace Airlines
20306,Challenge Air Transport Inc.
20307,Challenge Air International Inc.
20308,Centurion Cargo Inc.
20309,Aerosvit Ukranian Airlines
20310,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines"
20311,Jet Connection Businessflight Ag
20312,ATA Airlines d/b/a ATA
20313,Cargojet Airways Ltd.
20314,"Midwest Airline, Inc."
20315,Bellair Inc. (1)
20316,Bellair Inc.
20317,MK Airlines Ltd.
20318,Olson Air Service
20319,Smokey Bay Air Inc.
20320,Frontier Flying Service
20321,British Airtours Limited
20322,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service"
20323,Warbelow
20324,Yute Air Aka Flight Alaska
20325,Arctic Circle Air Service
20326,Cape Smythe Air Service
20327,Era Aviation
20328,Inland Aviation Services
20329,Skystar International Inc.
20330,Arctic Transportation
20331,Bering Air Inc.
20332,Baker Aviation Inc.
20333,Wright Air Service
20334,Thomas Cook Airlines Uk Ltd.
20335,Boston-Maine Airways
20336,Hageland Aviation Service
20337,Kalinin Aviation LLC d/b/a Alaska Seaplanes
20338,Larrys Flying Service
20339,L.A.B. Flying Service Inc.
20340,"Seaport Airlines, Inc."
20341,Alaska Central Express
20342,40-Mile Air
20343,Airlift International Inc.
20344,Ryan International Airlines
20345,Regency Air
20346,Iliamna Air Taxi
20347,Pro Air Inc.
20348,Lan Ecuador
20349,Promech
20350,Lan Dominica
20351,Primaris Airlines Inc.
20352,Westward Airways Inc.
20353,"Dynamic Aviation, Inc. d/b/a Beacon"
20354,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways
20355,US Airways Inc.
20356,Skyway Airlines
20357,"Astar USA, LLC"
20358,Great Lakes Airlines
20359,Triair Bermuda Flt Operations
20360,Sata Internacional
20361,Valley Air Express Inc.
20362,China Cargo Airline
20363,Endeavor Air Inc.
20364,Canjet Airlines
20365,Aviation Concepts
20366,ExpressJet Airlines Inc.
20367,Freedom Air
20368,Allegiant Air
20370,Kalitta Air LLC
20371,Reliant Airlines
20372,Kalitta Charters II
20373,Propair
20374,ExpressJet Airlines Inc. (1)
20375,First Choice Airways
20376,"Mn Aviation, Inc."
20377,Omni Air International LLC
20378,Mesa Airlines Inc.
20379,Zantop International
20380,SkyLink Express Inc.
20381,Air Atlanta Europe
20382,Victory Air Transport Inc.
20383,Venture Travel LLC d/b/a Taquan Air Service
20384,Pan American World Airways (1)
20385,Air Panama Internacional
20386,Pan American World Airways
20387,Pan American Airways Corp.
20388,Flying Boat Inc.
20389,Florida Coastal Airlines
20390,Belair Airlines Ltd.
20391,Israir Airlines
20392,Emirates
20393,Business Express
20394,Harmony Airways
20395,Sociedad Aeronautica De Med
20396,Euro Atlantic Airways
20397,PSA Airlines Inc.
20398,Envoy Air
20399,Planet Airways
20400,Capital Cargo International
20401,Silver Airways
20402,Miami Air International
20403,Discovery Airways Inc.
20404,Independence Air
20405,National Air Cargo Group Inc d/ba National Airlines
20406,NetJets Large Aircraft Company L.L.C.
20407,"Regions Air, Inc."
20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo
20409,JetBlue Airways
20410,Celtic Tech Jet Ltd.
20411,Arizona Express
20412,Nations Air Express Inc.
20413,Skagway Air Service
20414,Executive Airlines
20415,North American Airlines
20416,Spirit Air Lines
20417,Comair Inc.
20418,Chautauqua Airlines Inc.
20419,Aerolineas Nicaraguenses
20420,UltrAir
20421,Sky King Inc.
20422,Sun Country Airlines d/b/a MN Airlines
20423,USA 3000 Airlines
20424,"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines"
20425,Viscount Air Service Inc.
20426,Vieques Air Link Inc.
20427,Piedmont Airlines
20428,Volga-Dnepr Airlines
20429,Aero Laguna S.A. De C.V.
20430,Aerodan S.A. De C.V.
20431,Aero Rentas De Coahuila S.A. De C.V.
20432,Aerotaxis De Aguascalientes S.A. De C.V.
20433,Servicios Aeronauticos Z S.A. De C.V.
20434,Taxirey S.A. De C.V.
20435,Frontier Airlines Inc. (1)
20436,Frontier Airlines Inc.
20437,AirTran Airways Corporation
20438,Air Club International
20439,Homer Air
20440,Lineas Aereas Del Caribe
20441,Legend Airlines
20442,Varig Logistica S/A
20443,Island Air Service
20444,Excel Airways
20445,"Commutair Aka Champlain Enterprises, Inc."
20446,Aerotransportes Mas De Crga
20447,USA Jet Airlines Inc.
20448,Shuttle America Corp.
20449,Aero-Services-Corporate
20450,Omega Air Holdings d/b/a Focus Air
20451,Transmile Air Service
20452,Republic Airlines
20453,ABX Air Inc
20454,"EOS Airlines, Inc."
20455,Grant Aviation
20456,Air Foyle Limited
20500,GoJet Airlines LLC d/b/a United Express
20501,Morningstar Air Express
20502,MAXjet
21007,"Abaco Air, Ltd."
21008,Challenge Air Luftverkehrs GmbH
21022,"PM Air, LLC"
21029,Harris Air Services
21035,Tyrolean Jet Service
21036,"Executive Airlines, SL"
21040,Titan Airways
21059,TUI Airlines Nederland B.V.
21061,Aerounion Aerotransporte de Carga Union SA de CV
21069,"Cargo 360, Inc."
21070,Globespan Airways Limited d/b/a Flyglobespan
21074,Arrow Panama
21080,Tradewind Aviation
21084,LAN Argentina
21089,US Helicopter Corporation
21094,"Comlux Aviation, AG"
21099,"NetJets Transportes Aereos, S.A."
21107,Etihad Airways
21111,"Pacific Airways, Inc."
21116,Flyjet Limited d/b/a Silverjet
21117,"TravelspanGT, Inc. S.A."
21118,Zeal 320
21121,Elysair d/b/a L'Avion
21126,ANA & JP Express Co. Ltd.
21131,VistaJet Luftfahrtunternehmen GmbH
21132,Master Top Linhas Aereas Ltd.
21134,JetClub AG
21136,Flair Airlines Ltd.
21142,"Avior Airlines, C.A."
21147,Flying Service N.V.
21148,"Master Top Linhas Aereas, Ltda."
21158,"Global Jet Austria, GmbH"
21160,"Global Jet Luxembourg, Sa"
21161,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern"
21167,Compass Airlines
21171,Virgin America
21177,"Skybus Airlines, Inc."
21181,"Skyservice Airlines, Inc."
21186,DCA
21192,Eurofly S.p.A
21196,ACM AIR CHARTER GmbH
21201,Jade Cargo International
21202,CAT Aviation
21205,"Inter Island Airways, d/b/a Inter Island Air"
21212,Polar Airlines de Mexico d/b/a Nova Air
21217,Lynx Aviation d/b/a Frontier Airlines
21221,Vladivostok Air
21226,"Porter Airlines, Inc."
21231,Sunwing Airlines Inc.
21236,Vision Airlines
21242,"Mokulele Flight Services, Inc."
21247,Star Air A/S
21248,"Metropix UK, LLP."
21253,"Multi-Aero, Inc. d/b/a Air Choice One"
21258,"Santa Barbara Airlines, C.A"
21261,Jet Airways (India) Limited
21262,Qatar Airways (Q.C.S.C)
21266,Yangtze River Express Airlines Company
21271,Hainan Airlines Company Limited
21281,JetAlliance Flugbetriebs d/b/a JAF Airservice
21287,Open Skies
21294,Aeromexico Travel
21302,Pan American World Airways Dominicana
21306,TAG Aviation S.A.
21308,TAG Aviation (UK) Ltd.
21309,TAG Aviation Espana S.L.
21312,"Air Greco, Inc., d/b/a Wings Air"
21317,"Corporatejets, XXI"
21323,Aerosur
21326,Great Wall Airlines Company Limited
21331,"Comlux Malta, Ltd."
21342,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus"
21346,Ocean Sky (UK) Limited
21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris)
21352,Avjet Corporation
21356,Jetstar Airways Pty Limited
21361,Air Berlin PLC and CO
21366,XL Airways France
21373,Aeroservices Executive
21376,Lan Colombia
21382,Comlux Malta Ltd.
21386,Air Excursions LLC
21395,Virgin Blue International Airlines t/a V Australia
21402,"Prescott Support Company, Inc."
21406,Acropolis Aviation Ltd.
21407,Swiss Air Ambulance
21411,Insel Air International B V
21416,Jin Air Co Ltd.
21421,Jet Aviation Business Jets AG
21423,Unijet
21427,AeroLogic GmbH
21433,Meridiana S.p.A
21434,Corsair International
21437,Chartright Air Inc.
21438,Hapag-Lloyd Executive GmbH
21439,London Air Services Limited
21440,Air Alsie A/S
21447,Albinati Aeronautics SA
21452,Skymark Airlines Inc.
21463,Aerovias de Intergracian Regional
21467,Arik Air International
21477,Via Airlines d/b/a Charter Air Transport
21487,AirBridgeCargo Airlines Limited
21492,"Dynamic Airways, LLC"
21503,Island Airlines LLC
21507,Aerolineas Galapagos S A Aerogal
21512,"Travel Service, a.s."
21518,"KaiserAir, Inc."
21522,Alsek Air
21528,Transportes Aeromar S.A de C.V
21532,Air Finland Ltd.
21548,International Jet Management GmbH
21549,Jet link AG
21552,TUI Airlines Belgium N.V. d/b/a Jetairfly
21557,Sichuan Airlines Co Ltd.
21562,Exec Direct Aviation Services Limited
21567,Brussels Airlines N.V.
21568,VistaJet Limited
21569,Lauda Motion GmbH
21570,Star Marianas Air Inc.
21573,Bertelsmann Aviation GmbH
21574,Air Company Yakutia
21577,Rhoades Aviation dba Transair
21578,ABC Aerolineas SA de CV dba Interjet
21579,Norwegian Air Shuttle ASA
21580,Cargolux Italia SpA
21582,"Reeve Air Alaska, LLC"
21587,Tame Linea Aerea del Ecuador Tme EP
21589,Twin Cities Air Service LLC
21590,Gainjet Aviation SA
21592,Jeju Air Co Ltd.
21594,Scott Air LLC dba Island Air Express
21596,Ultimate JetCharters LLC dba Ultimate Air Shuttle
21597,JSC The 224th Flight Unit State Airlines
21598,WOW Air ehf
21599,Boutique Air
21601,Dassault Falcon Service
21605,VRG Linhas Aereas S A
21607,Fly Jamaica Airways Limited
21608,Ukraine International Airlines
21610,Air Canada rouge LP
21611,Sky Regional Airlines Inc.
21613,Makani Kai Air Charters
21614,City Wings Inc dba Seaflight
21615,"Air Charter, Inc d/b/a Air Flamenco"
21618,Sun Air Express LLC dba Sun Air International
21623,SkyBahamas Airlines Ltd.
21624,Jet2.com
21626,Dreamjet SAS Dba La Compagnie
21629,Western Global
21630,Comlux Aruba NV
21631,Orange Air
21634,Aloha Air Cargo
21635,CFM Inc d/b/a Contour Airlines
21636,Gem Air LLC
21638,Azul Linhas Aereas Brazileiras S A
21645,Songbird Airways Inc.
21646,Blue Jet SP Z o o
21648,SkyGreece Airlines S A
21649,Mjet GmbH
21650,Eastern Airlines Group Inc.
21651,Albinati aviation Limited
21652,"Jet Aviation Flight Services, Inc."
21653,Menagerie Enterprises Inc d/b/a Monarch Air
21655,Erickson Helicopters
21656,ABS JETS A.S
21657,Air Asia X Berhad dba Airasia X
21659,Air Busan
21660,Air Medical Ltd.
21667,Oceanair Linhas Aereas S A
21670,Fast Colombia SAS d/b/a Viva Colombia
21672,Inselair Aruba NV
21673,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit"
21674,Compagnie Aerienne Inter Regionale Express dba Air Antilles Express & Air Guyane
21677,Cebu Air Inc d/b/a Cebu Pacific Air
21692,Azerbaijan Airlines CJSC
21693,Cavok Air LLC
21694,Silk Way West Airlines
21697,Orenburg Airlines
21702,WestJet Encore Ltd.
21707,Hong Kong Airlines Limited
21712,Elite Airways LLC
21718,Delux Public Charter LLC
21728,Eurowings GmbH
21733,Abelag Aviation AG
21735,Longtail Aviation Ltd.
21738,Air Serbia
21743,Tropic Ocean Airways LLC
21745,LIMA NY Corp d/b/a Fly The Whale d/b/a Tailwind
21749,Talofa Airways Limited
21754,21 Air LLC
21760,Luxaviation S A
21764,Trans Northern Airways d/b/a Air Unlimited Charter Services
21770,"Xiamen Airlines Co., Ltd."
21774,"Air Philippines Corp d/b/a Airphil Express, Philippines Airlines"
21780,Cargologicair Limited
21781,Eastar Jet Co Ltd.
21785,Hong Kong Express Airways Limited
21809,"Maine Aviation Aircraft Charter, LLC"
21814,Svenskt Industriflyg AB
21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service"
21821,Beijing Capital Airlines
21823,Norwegian Air International Ltd.
21835,"Public Charters, Inc. d/b/a North Country Sky d/b/a Regional Sky d/b/a Texas Sky"
21854,"Polaris Aviation Solutions, LLC"
21860,Scoot Tigerair Pte Ltd d/b/a Scoot
21864,"Aztec Worldwide Airlines, Inc.  d/b/a  Aztec Airways"
21869,Air Hamburg Luftverkehrsgesellschaft mbH
21875,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC"
21879,Key Lime Air Corporation
21889,Evelop Airlines SL
21894,"ADVANCED AIR, LLC"
21909,"Maritime Helicopters, Inc."
